record_num,timestamp,open,high,low,close,buy_count,sell_count,volume,volume_delta,cumulative_volume_delta,cumulative_volume
1191,2025-06-12 14:13:00,6100.00,6100.00,6099.00,6099.00,9,19,28,-10,1488,66943
1192,2025-06-12 14:14:00,6098.75,6098.75,6097.75,6097.75,10,31,41,-21,1467,66984
1193,2025-06-12 14:15:00,6097.75,6099.25,6097.75,6099.00,19,5,24,14,1481,67008
1194,2025-06-12 14:16:00,6099.00,6100.00,6098.25,6098.25,20,34,54,-14,1467,67062
1195,2025-06-12 14:17:00,6098.50,6098.50,6097.50,6097.75,10,13,23,-3,1464,67085
1196,2025-06-12 14:18:00,6098.00,6099.00,6097.75,6098.25,24,18,42,6,1470,67127
1197,2025-06-12 14:19:00,6097.75,6098.75,6097.50,6098.75,22,11,33,11,1481,67160
1198,2025-06-12 14:20:00,6098.75,6099.75,6098.75,6099.25,12,7,19,5,1486,67179
1199,2025-06-12 14:21:00,6099.25,6099.25,6098.50,6099.00,4,9,13,-5,1481,67192
1200,2025-06-12 14:22:00,6098.50,6098.50,6097.00,6097.25,11,23,34,-12,1469,67226
1201,2025-06-12 14:23:00,6097.25,6097.75,6095.50,6095.75,25,28,53,-3,1466,67279
1202,2025-06-12 14:24:00,6096.25,6097.00,6095.25,6096.00,38,29,67,9,1475,67346
1203,2025-06-12 14:25:00,6096.00,6097.00,6096.00,6096.25,24,48,72,-24,1451,67418
1204,2025-06-12 14:26:00,6096.50,6097.25,6095.25,6097.00,20,10,30,10,1461,67448
1205,2025-06-12 14:27:00,6097.00,6097.00,6091.00,6092.75,104,153,257,-49,1412,67705
1206,2025-06-12 14:28:00,6093.75,6096.25,6093.75,6095.25,65,21,86,44,1456,67791
1207,2025-06-12 14:29:00,6094.75,6095.50,6094.50,6094.75,8,27,35,-19,1437,67826
1208,2025-06-12 14:30:00,6095.25,6095.25,6093.50,6094.00,35,50,85,-15,1422,67911
1209,2025-06-12 14:31:00,6094.25,6094.75,6092.75,6093.25,114,111,225,3,1425,68136
1210,2025-06-12 14:32:00,6092.75,6093.75,6091.00,6093.25,56,56,112,0,1425,68248
1211,2025-06-12 14:33:00,6093.75,6095.25,6093.75,6095.00,9,15,24,-6,1419,68272
1212,2025-06-12 14:34:00,6095.25,6095.75,6093.75,6094.75,25,32,57,-7,1412,68329
1213,2025-06-12 14:35:00,6095.00,6097.75,6095.00,6097.75,64,102,166,-38,1374,68495
1214,2025-06-12 14:36:00,6097.50,6098.25,6097.25,6097.75,45,17,62,28,1402,68557
1215,2025-06-12 14:37:00,6098.00,6098.25,6095.00,6095.75,21,30,51,-9,1393,68608
1216,2025-06-12 14:38:00,6095.50,6096.50,6094.75,6096.25,32,15,47,17,1410,68655
1217,2025-06-12 14:39:00,6096.25,6097.25,6095.75,6097.25,19,30,49,-11,1399,68704
1218,2025-06-12 14:40:00,6097.00,6098.00,6097.00,6097.00,6,9,15,-3,1396,68719
1219,2025-06-12 14:41:00,6097.50,6097.50,6096.50,6097.25,11,13,24,-2,1394,68743
1220,2025-06-12 14:42:00,6097.00,6097.25,6096.00,6096.00,21,21,42,0,1394,68785
1221,2025-06-12 14:43:00,6095.75,6095.75,6094.50,6094.50,13,11,24,2,1396,68809
1222,2025-06-12 14:44:00,6094.75,6095.00,6094.00,6094.25,15,19,34,-4,1392,68843
1223,2025-06-12 14:45:00,6094.50,6095.00,6094.25,6094.25,21,12,33,9,1401,68876
1224,2025-06-12 14:46:00,6094.00,6094.50,6093.00,6093.00,18,13,31,5,1406,68907
1225,2025-06-12 14:47:00,6093.25,6095.75,6093.25,6095.50,21,22,43,-1,1405,68950
1226,2025-06-12 14:48:00,6096.50,6097.50,6096.50,6097.00,24,19,43,5,1410,68993
1227,2025-06-12 14:49:00,6097.00,6097.25,6096.50,6096.75,18,12,30,6,1416,69023
1228,2025-06-12 14:50:00,6096.50,6096.50,6095.75,6096.00,16,20,36,-4,1412,69059
1229,2025-06-12 14:51:00,6095.75,6098.25,6095.75,6098.25,31,12,43,19,1431,69102
1230,2025-06-12 14:52:00,6098.50,6099.25,6098.25,6098.75,24,2,26,22,1453,69128
1231,2025-06-12 14:53:00,6099.00,6099.00,6098.50,6098.75,20,7,27,13,1466,69155
1232,2025-06-12 14:54:00,6098.75,6099.25,6098.25,6098.25,28,14,42,14,1480,69197
1233,2025-06-12 14:55:00,6098.25,6098.25,6096.50,6097.50,14,18,32,-4,1476,69229
1234,2025-06-12 14:56:00,6097.00,6097.00,6096.00,6097.00,22,33,55,-11,1465,69284
1235,2025-06-12 14:57:00,6097.00,6098.50,6097.00,6098.50,8,3,11,5,1470,69295
1236,2025-06-12 14:58:00,6098.75,6099.25,6098.50,6098.75,16,16,32,0,1470,69327
1237,2025-06-12 14:59:00,6099.50,6100.50,6099.00,6100.25,22,9,31,13,1483,69358
1238,2025-06-12 15:00:00,6100.00,6101.00,6099.00,6099.50,49,20,69,29,1512,69427
1239,2025-06-12 15:01:00,6100.00,6100.00,6098.50,6100.00,42,13,55,29,1541,69482
1240,2025-06-12 15:02:00,6100.00,6100.75,6100.00,6100.25,31,10,41,21,1562,69523
1241,2025-06-12 15:03:00,6100.50,6101.50,6100.00,6101.50,31,23,54,8,1570,69577
1242,2025-06-12 15:04:00,6101.25,6101.50,6100.00,6100.50,68,36,104,32,1602,69681
1243,2025-06-12 15:05:00,6100.50,6101.75,6100.00,6100.75,13,21,34,-8,1594,69715
1244,2025-06-12 15:06:00,6100.75,6101.00,6100.50,6101.00,5,8,13,-3,1591,69728
1245,2025-06-12 15:07:00,6100.75,6101.25,6100.25,6100.50,19,11,30,8,1599,69758
1246,2025-06-12 15:08:00,6100.75,6100.75,6099.75,6099.75,10,17,27,-7,1592,69785
1247,2025-06-12 15:09:00,6099.75,6100.50,6099.50,6100.25,7,13,20,-6,1586,69805
1248,2025-06-12 15:10:00,6100.50,6101.00,6100.00,6100.00,23,20,43,3,1589,69848
1249,2025-06-12 15:11:00,6101.00,6101.00,6099.25,6100.50,19,22,41,-3,1586,69889
1250,2025-06-12 15:12:00,6100.50,6100.75,6100.25,6100.25,9,14,23,-5,1581,69912
1251,2025-06-12 15:13:00,6100.25,6100.50,6099.50,6100.50,8,4,12,4,1585,69924
1252,2025-06-12 15:14:00,6100.25,6100.25,6099.25,6099.25,5,14,19,-9,1576,69943
1253,2025-06-12 15:15:00,6099.75,6100.50,6099.50,6100.25,21,6,27,15,1591,69970
1254,2025-06-12 15:16:00,6100.50,6101.00,6100.00,6100.50,24,30,54,-6,1585,70024
1255,2025-06-12 15:17:00,6100.50,6102.50,6100.50,6102.50,28,14,42,14,1599,70066
1256,2025-06-12 15:18:00,6102.25,6102.25,6100.75,6100.75,31,19,50,12,1611,70116
1257,2025-06-12 15:19:00,6100.75,6102.00,6100.50,6102.00,26,12,38,14,1625,70154
1258,2025-06-12 15:20:00,6101.75,6102.50,6101.00,6102.00,33,17,50,16,1641,70204
1259,2025-06-12 15:21:00,6102.25,6102.50,6101.75,6102.00,21,22,43,-1,1640,70247
1260,2025-06-12 15:22:00,6102.25,6102.25,6100.00,6100.00,19,32,51,-13,1627,70298
1261,2025-06-12 15:23:00,6099.50,6100.75,6099.50,6100.00,51,40,91,11,1638,70389
1262,2025-06-12 15:24:00,6100.00,6100.50,6099.75,6100.00,29,18,47,11,1649,70436
1263,2025-06-12 15:25:00,6099.75,6100.00,6097.75,6097.75,35,52,87,-17,1632,70523
1264,2025-06-12 15:26:00,6097.75,6099.50,6097.50,6099.50,47,27,74,20,1652,70597
1265,2025-06-12 15:27:00,6099.25,6099.75,6098.50,6098.50,26,12,38,14,1666,70635
1266,2025-06-12 15:28:00,6098.50,6099.50,6098.50,6099.25,44,58,102,-14,1652,70737
1267,2025-06-12 15:29:00,6099.25,6100.00,6099.25,6100.00,47,296,343,-249,1403,71080
1268,2025-06-12 15:30:00,6099.75,6099.75,6098.00,6098.00,53,130,183,-77,1326,71263
1269,2025-06-12 15:31:00,6098.00,6099.00,6096.75,6097.50,77,430,507,-353,973,71770
1270,2025-06-12 15:32:00,6097.50,6098.00,6096.50,6097.50,37,47,84,-10,963,71854
1271,2025-06-12 15:33:00,6097.50,6098.25,6096.00,6098.25,73,90,163,-17,946,72017
1272,2025-06-12 15:34:00,6098.25,6099.50,6098.25,6098.75,39,42,81,-3,943,72098
1273,2025-06-12 15:35:00,6098.50,6098.50,6097.25,6097.75,26,53,79,-27,916,72177
1274,2025-06-12 15:36:00,6097.75,6098.25,6097.50,6098.25,29,53,82,-24,892,72259
1275,2025-06-12 15:37:00,6098.25,6098.25,6097.25,6097.50,27,48,75,-21,871,72334
1276,2025-06-12 15:38:00,6097.50,6099.50,6097.50,6098.75,125,62,187,63,934,72521
1277,2025-06-12 15:39:00,6098.50,6099.00,6098.00,6098.50,28,58,86,-30,904,72607
1278,2025-06-12 15:40:00,6098.25,6098.25,6096.25,6096.75,38,77,115,-39,865,72722
1279,2025-06-12 15:41:00,6096.75,6097.00,6096.00,6096.25,44,61,105,-17,848,72827
1280,2025-06-12 15:42:00,6096.25,6097.00,6095.75,6096.00,47,88,135,-41,807,72962
1281,2025-06-12 15:43:00,6096.25,6096.25,6094.75,6095.50,58,108,166,-50,757,73128
1282,2025-06-12 15:44:00,6095.25,6095.75,6094.00,6094.25,49,133,182,-84,673,73310
1283,2025-06-12 15:45:00,6094.25,6094.50,6092.25,6094.00,66,138,204,-72,601,73514
1284,2025-06-12 15:46:00,6094.00,6095.25,6092.75,6093.75,52,107,159,-55,546,73673
1285,2025-06-12 15:47:00,6093.50,6095.25,6093.50,6094.50,42,76,118,-34,512,73791
1286,2025-06-12 15:48:00,6094.75,6095.25,6094.00,6094.00,61,56,117,5,517,73908
1287,2025-06-12 15:49:00,6094.00,6094.00,6093.00,6093.25,51,72,123,-21,496,74031
1288,2025-06-12 15:50:00,6093.00,6095.25,6090.75,6095.00,248,333,581,-85,411,74612
1289,2025-06-12 15:51:00,6095.50,6096.00,6093.25,6094.00,119,170,289,-51,360,74901
1290,2025-06-12 15:52:00,6094.25,6095.25,6094.00,6095.00,83,92,175,-9,351,75076
1291,2025-06-12 15:53:00,6095.25,6095.75,6093.25,6093.25,90,144,234,-54,297,75310
1292,2025-06-12 15:54:00,6093.00,6094.75,6091.75,6093.75,203,263,466,-60,237,75776
1293,2025-06-12 15:55:00,6093.75,6098.00,6093.75,6097.00,301,257,558,44,281,76334
1294,2025-06-12 15:56:00,6097.00,6097.25,6095.50,6096.50,93,161,254,-68,213,76588
1295,2025-06-12 15:57:00,6096.50,6099.75,6096.50,6099.50,278,212,490,66,279,77078
1296,2025-06-12 15:58:00,6099.50,6101.75,6099.25,6099.50,237,388,625,-151,128,77703
1297,2025-06-12 15:59:00,6099.50,6104.50,6098.50,6104.00,925,1127,2052,-202,-74,79755
1298,2025-06-12 16:00:00,6104.25,6105.25,6101.00,6102.25,654,603,1257,51,-23,81012
1299,2025-06-12 16:01:00,6102.25,6103.75,6101.75,6103.25,147,168,315,-21,-44,81327
1300,2025-06-12 16:02:00,6103.25,6103.75,6102.75,6103.00,53,66,119,-13,-57,81446
1301,2025-06-12 16:03:00,6103.25,6104.25,6102.25,6103.00,82,192,274,-110,-167,81720
1302,2025-06-12 16:04:00,6102.75,6103.25,6101.00,6101.25,52,166,218,-114,-281,81938
1303,2025-06-12 16:05:00,6102.00,6104.00,6102.00,6103.00,107,160,267,-53,-334,82205
1304,2025-06-12 16:06:00,6103.00,6103.00,6102.00,6102.75,24,23,47,1,-333,82252
1305,2025-06-12 16:07:00,6102.75,6103.00,6101.50,6101.75,19,23,42,-4,-337,82294
1306,2025-06-12 16:08:00,6102.00,6102.00,6101.25,6101.50,14,12,26,2,-335,82320
1307,2025-06-12 16:09:00,6102.00,6102.25,6101.25,6102.25,19,25,44,-6,-341,82364
1308,2025-06-12 16:10:00,6102.25,6103.25,6102.00,6102.75,26,8,34,18,-323,82398
1309,2025-06-12 16:11:00,6102.50,6103.25,6102.00,6103.00,18,24,42,-6,-329,82440
1310,2025-06-12 16:12:00,6103.00,6103.00,6101.75,6101.75,0,19,19,-19,-348,82459
1311,2025-06-12 16:13:00,6101.50,6101.75,6101.25,6101.75,5,7,12,-2,-350,82471
1312,2025-06-12 16:14:00,6101.50,6102.00,6101.25,6101.75,11,13,24,-2,-352,82495
1313,2025-06-12 16:15:00,6101.00,6101.25,6100.25,6100.25,1,11,12,-10,-362,82507
1314,2025-06-12 16:16:00,6101.25,6101.25,6101.00,6101.25,5,3,8,2,-360,82515
1315,2025-06-12 16:17:00,6101.25,6101.50,6101.25,6101.50,5,0,5,5,-355,82520
1316,2025-06-12 16:18:00,6101.50,6101.50,6100.50,6100.50,1,7,8,-6,-361,82528
1317,2025-06-12 16:19:00,6100.75,6100.75,6099.50,6099.50,7,42,49,-35,-396,82577
1318,2025-06-12 16:20:00,6099.50,6099.50,6098.75,6099.00,15,10,25,5,-391,82602
1319,2025-06-12 16:21:00,6098.50,6099.00,6098.50,6098.50,7,3,10,4,-387,82612
1320,2025-06-12 16:22:00,6098.50,6098.50,6098.00,6098.25,3,1,4,2,-385,82616
1321,2025-06-12 16:23:00,6098.25,6098.50,6098.25,6098.25,2,4,6,-2,-387,82622
1322,2025-06-12 16:24:00,6098.25,6098.25,6097.50,6097.75,55,26,81,29,-358,82703
1323,2025-06-12 16:25:00,6098.25,6098.50,6098.25,6098.50,2,1,3,1,-357,82706
1324,2025-06-12 16:26:00,6098.25,6098.50,6098.25,6098.50,7,25,32,-18,-375,82738
1325,2025-06-12 16:27:00,6098.50,6098.50,6098.00,6098.00,3,10,13,-7,-382,82751
1326,2025-06-12 16:28:00,6097.50,6098.00,6097.25,6098.00,11,9,20,2,-380,82771
1327,2025-06-12 16:29:00,6097.75,6097.75,6097.00,6097.00,1,3,4,-2,-382,82775
1328,2025-06-12 16:30:00,6097.50,6097.50,6096.75,6097.00,7,5,12,2,-380,82787
1329,2025-06-12 16:31:00,6097.00,6097.00,6096.50,6097.00,4,6,10,-2,-382,82797
1330,2025-06-12 16:32:00,6097.50,6097.75,6097.50,6097.50,6,3,9,3,-379,82806
1331,2025-06-12 16:33:00,6097.75,6097.75,6097.75,6097.75,1,0,1,1,-378,82807
1332,2025-06-12 16:35:00,6097.25,6097.75,6097.25,6097.75,2,1,3,1,-377,82810
1333,2025-06-12 16:36:00,6097.75,6098.00,6097.50,6098.00,3,4,7,-1,-378,82817
1334,2025-06-12 16:37:00,6098.00,6098.75,6098.00,6098.75,4,2,6,2,-376,82823
1335,2025-06-12 16:38:00,6098.50,6098.50,6098.50,6098.50,0,2,2,-2,-378,82825
1336,2025-06-12 16:39:00,6098.50,6098.50,6098.00,6098.50,5,32,37,-27,-405,82862
1337,2025-06-12 16:40:00,6098.25,6098.50,6098.25,6098.50,3,3,6,0,-405,82868
1338,2025-06-12 16:41:00,6098.50,6098.50,6097.75,6097.75,0,6,6,-6,-411,82874
1339,2025-06-12 16:42:00,6097.50,6098.00,6097.25,6097.75,2,13,15,-11,-422,82889
1340,2025-06-12 16:43:00,6098.00,6098.00,6097.50,6097.50,2,4,6,-2,-424,82895
1341,2025-06-12 16:44:00,6097.50,6097.50,6097.00,6097.25,9,26,35,-17,-441,82930
1342,2025-06-12 16:45:00,6097.25,6097.25,6096.75,6097.25,4,1,5,3,-438,82935
1343,2025-06-12 16:46:00,6097.25,6097.25,6097.00,6097.00,0,7,7,-7,-445,82942
1344,2025-06-12 16:47:00,6096.75,6096.75,6096.75,6096.75,0,1,1,-1,-446,82943
1345,2025-06-12 16:48:00,6097.25,6097.50,6097.25,6097.25,2,3,5,-1,-447,82948
1346,2025-06-12 16:49:00,6097.00,6097.00,6096.75,6096.75,2,2,4,0,-447,82952
1347,2025-06-12 16:50:00,6096.25,6096.75,6096.25,6096.75,7,3,10,4,-443,82962
1348,2025-06-12 16:51:00,6096.50,6096.50,6096.50,6096.50,0,6,6,-6,-449,82968
1349,2025-06-12 16:54:00,6097.00,6097.00,6096.50,6096.75,7,3,10,4,-445,82978
1350,2025-06-12 16:55:00,6096.75,6096.75,6096.75,6096.75,0,1,1,-1,-446,82979
1351,2025-06-12 16:56:00,6096.75,6097.00,6096.75,6097.00,7,22,29,-15,-461,83008
1352,2025-06-12 16:57:00,6096.75,6097.00,6096.50,6096.75,23,30,53,-7,-468,83061
1353,2025-06-12 16:58:00,6096.50,6096.50,6096.50,6096.50,1,2,3,-1,-469,83064
1354,2025-06-12 16:59:00,6097.00,6097.00,6095.75,6095.75,41,17,58,24,-445,83122
