record_num,timestamp,open,high,low,close,buy_count,sell_count,volume,volume_delta,cumulative_volume_delta,cumulative_volume
339,2025-06-11 23:49:00,6064.25,6064.25,6063.75,6063.75,1,9,10,-8,-68,7711
340,2025-06-11 23:50:00,6064.25,6064.75,6064.25,6064.75,3,1,4,2,-66,7715
341,2025-06-11 23:51:00,6064.25,6064.25,6064.25,6064.25,6,3,9,3,-63,7724
342,2025-06-11 23:52:00,6064.25,6064.25,6063.50,6063.50,1,4,5,-3,-66,7729
343,2025-06-11 23:53:00,6063.00,6063.50,6063.00,6063.25,3,3,6,0,-66,7735
344,2025-06-11 23:54:00,6063.00,6063.00,6063.00,6063.00,0,3,3,-3,-69,7738
345,2025-06-11 23:55:00,6063.25,6063.25,6063.25,6063.25,0,1,1,-1,-70,7739
346,2025-06-11 23:56:00,6063.25,6063.50,6063.00,6063.00,4,4,8,0,-70,7747
347,2025-06-11 23:57:00,6063.00,6063.00,6062.25,6062.25,3,9,12,-6,-76,7759
348,2025-06-11 23:58:00,6062.50,6062.50,6061.50,6062.00,6,12,18,-6,-82,7777
349,2025-06-11 23:59:00,6062.25,6062.50,6062.00,6062.25,7,3,10,4,-78,7787
350,2025-06-12 00:00:00,6062.25,6062.50,6061.50,6062.25,5,5,10,0,-78,7797
351,2025-06-12 00:01:00,6062.75,6064.25,6062.75,6063.75,11,10,21,1,-77,7818
352,2025-06-12 00:02:00,6063.75,6064.25,6063.75,6064.25,3,2,5,1,-76,7823
353,2025-06-12 00:03:00,6063.75,6064.75,6063.75,6064.75,6,2,8,4,-72,7831
354,2025-06-12 00:04:00,6064.50,6065.00,6064.50,6065.00,3,0,3,3,-69,7834
355,2025-06-12 00:05:00,6064.75,6064.75,6064.50,6064.50,0,4,4,-4,-73,7838
356,2025-06-12 00:06:00,6064.50,6064.50,6064.50,6064.50,1,2,3,-1,-74,7841
357,2025-06-12 00:07:00,6064.00,6064.00,6063.75,6063.75,0,2,2,-2,-76,7843
358,2025-06-12 00:08:00,6063.75,6063.75,6063.75,6063.75,4,0,4,4,-72,7847
359,2025-06-12 00:12:00,6064.00,6064.00,6062.75,6063.25,6,8,14,-2,-74,7861
360,2025-06-12 00:13:00,6062.75,6062.75,6062.50,6062.50,1,4,5,-3,-77,7866
361,2025-06-12 00:14:00,6062.25,6062.25,6062.00,6062.00,1,3,4,-2,-79,7870
362,2025-06-12 00:15:00,6062.75,6062.75,6062.75,6062.75,0,1,1,-1,-80,7871
363,2025-06-12 00:16:00,6063.00,6063.25,6063.00,6063.25,1,2,3,-1,-81,7874
364,2025-06-12 00:18:00,6063.50,6064.00,6063.50,6064.00,1,1,2,0,-81,7876
365,2025-06-12 00:19:00,6064.50,6064.50,6063.75,6063.75,12,14,26,-2,-83,7902
366,2025-06-12 00:20:00,6063.75,6063.75,6063.75,6063.75,2,0,2,2,-81,7904
367,2025-06-12 00:22:00,6064.00,6064.25,6064.00,6064.25,3,0,3,3,-78,7907
368,2025-06-12 00:23:00,6064.25,6064.25,6063.75,6064.25,10,8,18,2,-76,7925
369,2025-06-12 00:25:00,6063.50,6063.50,6063.25,6063.25,1,4,5,-3,-79,7930
370,2025-06-12 00:26:00,6063.25,6063.25,6063.25,6063.25,1,1,2,0,-79,7932
371,2025-06-12 00:27:00,6062.75,6063.50,6062.75,6063.50,0,5,5,-5,-84,7937
372,2025-06-12 00:28:00,6064.00,6064.50,6064.00,6064.50,8,1,9,7,-77,7946
373,2025-06-12 00:29:00,6064.25,6064.25,6064.00,6064.00,0,3,3,-3,-80,7949
374,2025-06-12 00:30:00,6064.00,6064.25,6064.00,6064.25,2,2,4,0,-80,7953
375,2025-06-12 00:31:00,6063.75,6063.75,6063.50,6063.50,1,1,2,0,-80,7955
376,2025-06-12 00:32:00,6063.75,6063.75,6063.75,6063.75,0,1,1,-1,-81,7956
377,2025-06-12 00:34:00,6063.00,6063.00,6063.00,6063.00,2,2,4,0,-81,7960
378,2025-06-12 00:35:00,6063.00,6063.00,6062.25,6062.25,1,5,6,-4,-85,7966
379,2025-06-12 00:36:00,6062.50,6062.50,6062.50,6062.50,1,0,1,1,-84,7967
380,2025-06-12 00:37:00,6061.75,6061.75,6061.25,6061.25,1,9,10,-8,-92,7977
381,2025-06-12 00:38:00,6060.75,6061.25,6060.75,6061.25,5,10,15,-5,-97,7992
382,2025-06-12 00:39:00,6061.50,6061.75,6061.25,6061.50,7,8,15,-1,-98,8007
383,2025-06-12 00:40:00,6061.75,6062.25,6061.75,6062.25,4,3,7,1,-97,8014
384,2025-06-12 00:41:00,6062.25,6062.50,6062.25,6062.50,5,1,6,4,-93,8020
385,2025-06-12 00:42:00,6062.75,6063.00,6062.75,6062.75,2,1,3,1,-92,8023
386,2025-06-12 00:43:00,6063.00,6063.25,6062.75,6062.75,1,5,6,-4,-96,8029
387,2025-06-12 00:44:00,6063.00,6063.50,6063.00,6063.50,8,3,11,5,-91,8040
388,2025-06-12 00:45:00,6064.00,6064.25,6063.75,6064.25,1,4,5,-3,-94,8045
389,2025-06-12 00:46:00,6063.75,6063.75,6063.75,6063.75,0,2,2,-2,-96,8047
390,2025-06-12 00:47:00,6064.00,6064.25,6064.00,6064.25,3,5,8,-2,-98,8055
391,2025-06-12 00:48:00,6064.50,6065.50,6064.50,6064.50,3,6,9,-3,-101,8064
392,2025-06-12 00:49:00,6064.50,6064.50,6064.25,6064.50,6,5,11,1,-100,8075
393,2025-06-12 00:50:00,6064.50,6064.50,6064.50,6064.50,0,2,2,-2,-102,8077
394,2025-06-12 00:51:00,6064.50,6064.50,6064.50,6064.50,1,5,6,-4,-106,8083
395,2025-06-12 00:52:00,6064.25,6064.50,6064.00,6064.50,4,9,13,-5,-111,8096
396,2025-06-12 00:53:00,6064.75,6065.25,6064.75,6065.25,3,3,6,0,-111,8102
397,2025-06-12 00:54:00,6065.25,6065.50,6065.00,6065.00,3,7,10,-4,-115,8112
398,2025-06-12 00:55:00,6065.25,6065.50,6065.25,6065.50,3,0,3,3,-112,8115
399,2025-06-12 00:56:00,6065.75,6066.25,6065.75,6066.25,9,1,10,8,-104,8125
400,2025-06-12 00:57:00,6066.00,6066.50,6066.00,6066.00,6,10,16,-4,-108,8141
401,2025-06-12 00:58:00,6066.50,6066.50,6066.25,6066.25,2,2,4,0,-108,8145
402,2025-06-12 00:59:00,6066.25,6066.25,6066.25,6066.25,0,1,1,-1,-109,8146
403,2025-06-12 01:00:00,6066.25,6066.50,6065.75,6066.00,5,8,13,-3,-112,8159
404,2025-06-12 01:01:00,6065.75,6065.75,6065.25,6065.50,2,14,16,-12,-124,8175
405,2025-06-12 01:02:00,6065.25,6065.25,6065.25,6065.25,0,7,7,-7,-131,8182
406,2025-06-12 01:03:00,6065.75,6066.00,6065.50,6065.50,3,5,8,-2,-133,8190
407,2025-06-12 01:04:00,6065.50,6065.50,6064.75,6064.75,1,8,9,-7,-140,8199
408,2025-06-12 01:05:00,6064.75,6065.00,6064.75,6064.75,9,5,14,4,-136,8213
409,2025-06-12 01:06:00,6064.50,6065.00,6064.25,6065.00,8,11,19,-3,-139,8232
